NAPS_ID	STATION_NAME	Type	Status	TOXIC	Designated	PROVINCE	STREET_ADDRESS	CITY	COUNTRY	FSA	Postal_Code	TimeZone	Lat_Decimal	Long_Decimal	Elevation_m	SO2	CO	NO2	NO	NOX	O3	PM_10_continuous	PM_25_015_continuous	PM_25_017_dryer	PM_25_018_BAM_RH45	PM_25_019_gravimetric40/50	PM_25_020_gravimetric30/50	PM_25_021_gravimetric30	PM_25_022__FDMS	PM_1_GRIMM180	PM_25_026_GRIMM180	PM_10_GRIMM180	PM_25_030_BAM_RH3	PM_10_031_BAM_RH35	PM_25_032_SHARP	VOC	ALDEH_KETO	DICHOTX_METALS	PCB	PCDD	PBDE
103502	CASTLEGAR ZINIO PLACE		1		P	BRITISH COLUMBIA	801 9th Avenue	Castlegar	CANADA			-8	49.3183	-117.6692	407	X	X	X	X	X	X	X													X						
103601	PIONEER	R	0		N	BRITISH COLUMBIA	PIONEER	MISSION	CANADA	V2V		-8	49.13539	-122.30371	31																										
103602	MISSION SECONDARY SCHOOL	R	0		Y	BRITISH COLUMBIA	MISSION SECONDARY SCHOOL	MISSION	CANADA	V2S		-8	49.0828	-122.185	245																										
103701	CHETWYND	R	0	X	P	BRITISH COLUMBIA	CHETWYND	CHETWYND	CANADA	V0C		-7	55.6699	-121.632	582																										
103702	PINE RIVER GAS PLANT	R	1		P	BRITISH COLUMBIA	Gas Plant Site	CHETWYND	CANADA			-7	55.575	-121.92083	1159	X																									
103703	Pine River Hasler	I	1		N	BRITISH COLUMBIA	Gas Plant Site	CHETWYND	CANADA			-8	55.60556	-121.97222	602	X																									
103801	FORT ST. JAMES	R	0		N	BRITISH COLUMBIA	FORT ST. JAMES	FORT ST. JAMES	CANADA	V0J		-8	54.44306	-124.25417	699																										
103901	RIVERLODGE	R	1		P	BRITISH COLUMBIA	653 COLUMBIA STREET	KITIMAT	CANADA	V8C		-8	54.05583	-128.67389	18								X																		
103902	KITIMAT HAUL ROAD	I	1		P	BRITISH COLUMBIA	Haulage Road	KITIMAT	CANADA			-8	54.02972	-128.70167	11	X							X																		
103903	Kitimat Rail	I	0		N	BRITISH COLUMBIA	CN Rail Yard	KITIMAT	CANADA			-8	54.06111	-128.68722	20	X		X	X				X																		
103904	KITIMAT WHITESAIL	R	1		P	BRITISH COLUMBIA	1332 Lahadas Blvd North	KITIMAT	CANADA			-8	54.0675	-128.64028	94	X							X																		
103905	KITIMAT HAISLA VILLAGE	R	1		P	BRITISH COLUMBIA	347 Haisla Avenue	KITIMAT	CANADA			-7	53.9733	-128.6503	5	X							X																		
103906	KITIMAT RIO TINTO ALCAN PLANT_60	I	1		P	BRITISH COLUMBIA	#1 Smeltersite Road	Kitimat	CANADA			-8	54.0194	-128.7042	17	X													X												
104001	RCMP BUILDING	R	0		N	BRITISH COLUMBIA	3402 30th STREET	VERNON	CANADA	V1T	V1T 5E5	-8	50.26714	-119.27067	394																										
104002	COLDSTREAM RANCH	R	0		N	BRITISH COLUMBIA	COLDSTREAM RANCH	VERNON	CANADA	V0E		-8	50.2234	-119.1938	487																										
104003	VERNON SCIENCE CENTRE	R	1		P	BRITISH COLUMBIA	2704 HIGHWAY 6	VERNON	CANADA	V1T	V1T 5G5	-8	50.2333	-119.283	476	X		X	X		X		X																		
104101	CITY HALL	R	1		Y	BRITISH COLUMBIA	CITY HALL	GRAND FORKS	CANADA	V0H		-8	49.0311	-118.439	517								X																		
104201	MERRIT SCHOOL	R	0		N	BRITISH COLUMBIA	MERRIT SCHOOL	MERRIT	CANADA	V0K		-8	50.1125	-120.79167	597																										
104301	TAYLOR TOWNSITE	R	1		P	BRITISH COLUMBIA	MCMAHON COMPLEX	TAYLOR	CANADA	V0C		-7	56.15083	-120.68611	474	X																									
104302	TAYLOR SOUTH HILL	R	1		P	BRITISH COLUMBIA	Pingle Creek Road	TAYLOR	CANADA			-7	56.10583	-120.66333	689	X																									
104401	PORT EDWARD PACIFIC	R	0		N	BRITISH COLUMBIA	770 PACIFIC STREET	PORT EDWARD	CANADA	V0V		-8	54.22083	-130.28972	39																										
104501	QUADRA ISLAND LIGHthOUSE	R	0		N	BRITISH COLUMBIA	LIGHthOUSE ROAD	QUADRA ISLAND	CANADA	V0P		-8	49.99972	-125.19444	17							X																			
104601	TELKWA	R	1		P	BRITISH COLUMBIA	1304 BIRCH STREET	TELKWA	CANADA	V0J		-8	54.69111	-127.05472	515								X																		
104701	GALLOWAY RAPIDS	R	0		Y	BRITISH COLUMBIA	HIGHWAY 16	PRINCE RUPERT	CANADA	V8J		-8	54.25972	-130.26806	0																										
104801	DUNCAN DEYKIN AVENUE	R	1		P	BRITISH COLUMBIA	6364 DEYKIN AVENUE	DUNCAN	CANADA	V9L	V9L 5R2	-8	48.80278	-123.645	62							X	X																		
104802	DUNCAN CRAN SCHOOL	R	0		N	BRITISH COLUMBIA	DUNCAN CRAN SCHOOL	DUNCAN	CANADA	V9L		-8	56.2358	-120.815	688																										
104803	DUNCAN CAIRNSMORE	R	1		Y	BRITISH COLUMBIA	490 Cairnsmore Street	DUNCAN	CANADA	V9L		-8	48.785	-123.71583	62			X	X		X												X								
104901	GENELLE	R	0		N	BRITISH COLUMBIA	GENELLE	GENELLE	CANADA	V1N		-8	49.2075	-117.697	432																										
105001	MEADOW PARK	R	1	X	Y	BRITISH COLUMBIA	MEADOW PARK	WHISTLER	CANADA	V0N		-8	50.1439	-122.9611	638			X	X		X		X										X								
105101	FIREHALL	R	1		P	BRITISH COLUMBIA	FIREHALL	HOUSTON	CANADA	V0J		-8	54.3972	-126.645	602								X																		
105201	FIRE CENTRE	R	1		P	BRITISH COLUMBIA	FIRE CENTRE	BURNS LAKE	CANADA	V0J		-8	54.2308	-125.764	710								X																		
105301	LANGDALE ELEMENTARY	R	1		P	BRITISH COLUMBIA	FORRES ROAD	LANGDALE	CANADA	V0N		-8	49.44167	-123.49167	90	X		X	X																						
105401	BOSTON BAR RCMP STATION	R	0		N	BRITISH COLUMBIA	47864 OLD BOSTON BAR ROAD	BOSTON BAR	CANADA	V0K	V0K 1C0	-8	49.86583	-121.4425	162																										
105501	NP CULTURAL CENTRE	C	1		Y	BRITISH COLUMBIA	10015 100th AVENUE	FORT ST. JOHN	CANADA	V1J	V1J 1Y7	-7	56.24583	-120.84889	692							X																			
105502	FT ST JOHN-FEHR RESIDENCE	R	0		N	BRITISH COLUMBIA	FT ST JOHN-FEHR RESIDENCE	FORT ST. JOHN	CANADA	V1J		-7	56.2433	-120.7644	677																										
105601	OSOYOOS SHAW GARDENS	R	0		N	BRITISH COLUMBIA	6601 89th STREET	OSOYOOS	CANADA	V0H	V0H 1V0	-8	49.0375	-119.43833	291																										
105602	OSOYOOS EC WEATHER STN	R	0		N	BRITISH COLUMBIA	OSOYOOS EC WEAthER STN	OSOYOOS	CANADA	V0H		-8																													
105603	OLIVER STP AIR	R	0		N	BRITISH COLUMBIA	OLIVER STP AIR	OSOYOOS	CANADA	V0H		-8																													
105604	OSOYOOS CANADA CUSTOMS	R	1		Y	BRITISH COLUMBIA	202 Hwy 97 South	OSOYOOS	CANADA			-8	49	-119.4625	302	X	X	X	X		X														X						
105701	"W.E. GRAHAM SCHOOL ROOF, SLOCAN"	R	0		N	BRITISH COLUMBIA	"W.E. GRAHAM SCHOOL ROOF, SLOCAN"	SLOCAN	CANADA	V0G	V0G 2C0	-8	49.7633	-117.4703	553																										
105801	STEWART	R	0		N	BRITISH COLUMBIA	STEWART	STEWART	CANADA	V0T	V0T 1W0	-8	55.9419	-129.9889	16																										
105901	CASTLEGAR FIRE HALL	R	0		N	BRITISH COLUMBIA	CASTLEGAR FIRE HALL	CASTLEGAR	CANADA	V1N		-8	50	-115	1661																										
105902	KOKANEE PARK	R	0		N	BRITISH COLUMBIA	KOKANEE PARK	CASTLEGAR	CANADA	V1N		-8	49.296	-117.655	474																										
106001	HEIMBECKER'S PROPERTY	F	0		N	BRITISH COLUMBIA	HEIMBECKER'S PROPERTY	MCBRIDE	CANADA	V0J		-8	53.3087	-120.1794	728																										
106101	VALEMOUNT	R	0		N	BRITISH COLUMBIA	VALEMOUNT	VALEMOUNT	CANADA	V0E		-8	52.83	-119.25	800																										
106201	COMINCO STATION	R	0		N	BRITISH COLUMBIA	COMINCO STATION	NORthPORT	CANADA			-8	48.9256	-117.7797	441																										
106301	NEW AIYANSH	F	0		N	BRITISH COLUMBIA	NEW AIYANSH	NEW AIYANSH	CANADA			-8	55.2197	-129.0906	90																										
106401	ROBSON	R	1		P	BRITISH COLUMBIA	3113 Charleston Road	Robson	CANADA			-8	49.33639	-117.69778	441	X																									
106501	Fort Nelson Brucker Ranch	R	0		N	BRITISH COLUMBIA	Block A of District Lot 1676	Fort Nelson	CANADA			-8	58.57778	-122.58944	483	X																									
106502	Fort Nelson Chalo School	R	0		N	BRITISH COLUMBIA	Chalo Road (First Nations Reserve)	Fort Nelson	CANADA			-8	58.74806	-122.66222	384								X																		
106503	Fort Nelson Townsite	R	0		N	BRITISH COLUMBIA	Village Site	Fort Nelson	CANADA			-8	58.81028	-122.70417	456	X																									
106600	PEMBERTON SIGNAL HILL	R	0		N	BRITISH COLUMBIA	PORTAGE ROAD	PEMBERTON	CANADA			-8	50.31355	-122.78987	211																							X			
106700	CROFTON ESCARMENT WAY	I	1		P	BRITISH COLUMBIA	1821 Escarpment Way	CROFTON	CANADA			-8	48.838	-123.6552	128	X		X	X				X																		
106701	CROFTON SUBSTATION	I	1		P	BRITISH COLUMBIA	8541 Hay Street	CROFTON	CANADA			-8	48.875	-123.65	22	X		X	X			X	X																		
106800	UCLUELET AMPHITRITE POINT	R	1		Y	BRITISH COLUMBIA	COAST GUARD DRIVE	UCLUELET	CANADA			-8	48.9217	-125.5411	14	X	X	X	X		X									X		X	X		X						
106900	VANDERHOOF BAM	R	1		Y	BRITISH COLUMBIA	2441 BUTE ROAD	VANDERHOOF	CANADA			-8	54.0163	-124.0061	637																		X								
107000	RUMBLE BEACH HOSPITAL	C	1		P	BRITISH COLUMBIA	1090 MARINE ROAD	PORT ALICE	CANADA			-8	50.4264	-127.4881	3	X																	X								
107001	PORT ALICE LAKE ROAD	I	1		P	BRITISH COLUMBIA	Lake Road	Port Alice	CANADA			-8	50.3668	-127.4333	152	X																	X								
107100	COURTENAY ELEMENTARY SCHOOL	R	1		P	BRITISH COLUMBIA	1540 McPhee Avenue	Courtenay	CANADA		V9N 3A5	-8	49.6825	-124.9961	27			X	X	X	X												X								
107200	STRATHNAVER MEADOWBANK_60	I	1		P	BRITISH COLUMBIA	Pinnacle Pellet Plant 41880  Hwy 97N	Strathnaver	CANADA			-8	53.3002	-122.5214	655																X	X									
119001	FEDERAL BUILDING	C	0		N	YUKON	300 MAIN STREET	WHITEHORSE	CANADA	Y1A	Y1A 2B5	-8	60.72028	-135.05472	639																										
119002	ANDREW PHILIPSEN LAW CENTRE	C	0		N	YUKON	2130 - 2ND AVENUE	WHITEHORSE	CANADA	Y1A	Y1A 5C3	-8	60.72028	-135.05472	639																										
119003	NAPS HOUSE	C	0		Y	YUKON	1091 - 1ST AVENUE	WHITEHORSE	CANADA	Y1A	Y1A 1A1	-8	60.718609	-135.049193	643		X	X			X		X																		
119004	STEELE STREET	R	1		Y	YUKON	410 STEELE STREET	WHITEHORSE	CANADA			-8	60.71972	-135.05875	640		X	X	X	X	X														X						
129001	POST OFFICE SITE	C	0		N	NORTHWEST TERRITORIES	50th AVE. & 49th STREET	YELLOWKNIFE	CANADA	X1A	X1A 1C0	-7	62.455	-114.37167	188																										
129002	CITY HALL	C	0		N	NORTHWEST TERRITORIES	4807 52ND STREET	YELLOWKNIFE	CANADA	X1A	X1A 2S2	-7	62.45444	-114.37639	187	X					X																				
129003	SIR JOHN FRANKLIN HS	C	1	X	Y	NORTHWEST TERRITORIES	52ND AVE & 49T STREET	YELLOWKNIFE	CANADA	X1A	X1A 2N8	-7	62.45207	-114.364	193	X	X	X	X	X	X	X											X					X			
129101	AIRPORT BLDG.	C	0		N	NORTHWEST TERRITORIES	"#7 Forestry Road, AIRPORT BLDG."	NORMAN WELLS	CANADA	X0E		-7	65.29174	-126.85873	64																										
129102	NORMAN WELLS NW_REGIONAL_OFFICE	R	1		P	NORTHWEST TERRITORIES	#7 FORESTRY ROAD N. WELLS	Norman Wells	CANADA	X0E	X0E 0V0	-7	65.279139	-126.812093	60	X		X	X	X	X				X																
129103	FORT LIARD	R	1		P	NORTHWEST TERRITORIES	Airport	Fort Liard	CANADA			-7	60.23583	-123.46667	234	X		X	X	X	X	X			X																
129201	D.I.A.N.D. RESEARCH LAB	C	0		N	NORTHWEST TERRITORIES	D.I.A.N.D. RESEARCH LAB	INUVIK	CANADA	X0E		-7	68.35	-133.71667	3																										
129202	SAMUEL HEARNE SCHOOL	R	0		N	NORTHWEST TERRITORIES	Kingmingya Rd / Block 17	INUVIK	CANADA	X0E	X0E 0T0	-7	68.360052	-133.727206	17	X		X	X	X	X	X			X																
129203	INUVIK	R	1		Y	NORTHWEST TERRITORIES	"BOMPAS ROAD (BLOCK21, LOT 4084)"	INUVIK	CANADA	X0E	X0E 0T0	-7	68.35702037	-133.7140565	30	X		X	X		X	X											X								
129301	BAY BLDG.	R	0		N	NUNAVUT	BAY BLDG.	IQALUIT	CANADA	X0A		-5	63.75	-68.51667	34																										
129302	WILDLIFE SERVICES GARAGE	U	1	X	Y	NUNAVUT	RENEWABLE RESOURCES OFFICE	IQALUIT	CANADA	X0A	X0A 0H0	-5	63.75	-68.517	33																										
129303	WATERLAB	C	1		Y	NUNAVUT		IQALUIT	CANADA	X0A	X0A 0H0	-5	63.751619	-68.522433	35			X	X	X	X												X								
129401	ALERT	U	1	X	C	NUNAVUT	ALERT	ALERT	CANADA	X0A		-5	82.45083	-62.34167	187						X															X					
129501	SNARE RAPIDS	U	1		C	NORTHWEST TERRITORIES	SNARE RAPIDS	SNARE RAPIDS	CANADA			-7	63.50833	-116.00861	240						X																				
50135	CASERNE 17	R	4		Y	QUEBEC	4240 RUE CHARLEROI	MONTREAL	CANADA			-5	45.5934	-73.63726	41		X	X	X		X								X	X	X	X			X						
90133	Edmonton - Woodcroft		4		N	ALBERTA						-7	53.564411	-113.562583	670	X		X	X	X	X		X						X												
11001	LABRADOR CITY - SMOKEY MOUNTAIN	C	4		P	NEWFOUNDLAND-LABRADOR		LABRADOR CITY	CANADA	A2V		-4	52.9518	-66.9156	540			X	X	X	X												X								
